accession,length,expAA,First,PredHel,Topology
AT3G44310.1,len=346,ExpAA=0.82,First60=0.02,PredHel=0,Topology=o
AT3G44380.1,len=186,ExpAA=9.29,First60=9.03,PredHel=0,Topology=o
AT3G44880.1,len=537,ExpAA=0.72,First60=0.00,PredHel=0,Topology=o
AT3G44890.1,len=197,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G45230.1,len=175,ExpAA=33.84,First60=13.68,PredHel=2,Topology=i5-22o135-154i
AT3G45890.1,len=608,ExpAA=57.22,First60=0.00,PredHel=0,Topology=o
AT3G45970.1,len=265,ExpAA=34.28,First60=33.67,PredHel=2,Topology=o4-21i33-55o
AT3G46000.1,len=137,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G46040.1,len=130,ExpAA=0.09,First60=0.03,PredHel=0,Topology=o
AT3G46060.1,len=216,ExpAA=0.15,First60=0.11,PredHel=0,Topology=o
AT3G46290.1,len=830,ExpAA=33.02,First60=6.85,PredHel=1,Topology=o406-428i
AT3G46550.1,len=420,ExpAA=29.42,First60=22.85,PredHel=1,Topology=i13-35o
AT3G46740.1,len=818,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
AT3G46830.1,len=217,ExpAA=0.24,First60=0.05,PredHel=0,Topology=o
AT3G46900.1,len=158,ExpAA=58.78,First60=11.71,PredHel=3,Topology=o53-75i88-110o115-137i
AT3G47060.1,len=802,ExpAA=35.23,First60=0.15,PredHel=0,Topology=o
AT3G47070.1,len=100,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT3G47370.2,len=122,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G47520.1,len=403,ExpAA=1.03,First60=0.00,PredHel=0,Topology=o
AT3G47570.1,len=1010,ExpAA=24.68,First60=0.04,PredHel=1,Topology=o644-666i
AT3G47730.1,len=983,ExpAA=132.48,First60=20.55,PredHel=6,Topology=o31-53i227-249o269-291i304-326o336-358i422-444o
AT3G47810.2,len=190,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G47860.1,len=353,ExpAA=0.13,First60=0.00,PredHel=0,Topology=o
AT3G47890.1,len=1568,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT3G47960.1,len=636,ExpAA=262.90,First60=0.00,PredHel=12,Topology=i80-97o102-124i136-158o178-200i221-243o247-269i371-393o408-430i449-471o497-519i540-562o582-601i
AT3G48010.1,len=705,ExpAA=109.27,First60=4.12,PredHel=4,Topology=o57-79i148-167o182-199i220-242o
AT3G48280.1,len=490,ExpAA=19.01,First60=12.49,PredHel=1,Topology=i5-19o
AT3G48330.1,len=230,ExpAA=0.27,First60=0.01,PredHel=0,Topology=o
AT3G48560.1,len=670,ExpAA=1.61,First60=0.00,PredHel=0,Topology=o
AT3G48930.1,len=160,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G48990.1,len=514,ExpAA=10.34,First60=0.72,PredHel=0,Topology=o
AT3G49080.1,len=430,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G49470.1,len=217,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G49560.1,len=261,ExpAA=4.59,First60=0.19,PredHel=0,Topology=o
AT3G49720.1,len=261,ExpAA=21.48,First60=21.48,PredHel=1,Topology=i31-53o
AT3G49870.1,len=184,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
AT3G49910.1,len=146,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G50000.1,len=403,ExpAA=6.62,First60=6.62,PredHel=0,Topology=o
AT3G50050.1,len=632,ExpAA=30.37,First60=7.28,PredHel=1,Topology=o585-607i
AT3G50360.1,len=169,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G50370.1,len=2156,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G50590.1,len=1614,ExpAA=43.03,First60=0.02,PredHel=2,Topology=o680-702i736-758o
AT3G50790.1,len=408,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT3G50830.1,len=203,ExpAA=96.37,First60=18.25,PredHel=5,Topology=o43-65i78-97o121-140i147-165o180-202i
AT3G50910.1,len=447,ExpAA=21.53,First60=0.01,PredHel=1,Topology=i412-434o
AT3G51050.1,len=698,ExpAA=25.25,First60=3.26,PredHel=1,Topology=o662-681i
AT3G51140.1,len=278,ExpAA=78.47,First60=0.00,PredHel=4,Topology=i175-194o199-216i223-245o260-277i
AT3G51250.1,len=463,ExpAA=0.20,First60=0.00,PredHel=0,Topology=o
AT3G51310.1,len=790,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT3G51550.1,len=895,ExpAA=44.76,First60=19.09,PredHel=2,Topology=i12-31o447-469i
AT3G51610.1,len=230,ExpAA=43.51,First60=20.78,PredHel=2,Topology=o15-34i178-200o
AT3G51670.1,len=409,ExpAA=2.92,First60=0.00,PredHel=0,Topology=o
AT3G51740.1,len=836,ExpAA=54.88,First60=20.43,PredHel=2,Topology=i13-35o460-482i
AT3G51820.1,len=387,ExpAA=120.26,First60=0.00,PredHel=5,Topology=o183-205i210-227o237-259i266-283o334-356i
AT3G51850.1,len=528,ExpAA=1.79,First60=0.00,PredHel=0,Topology=o
AT3G51870.1,len=381,ExpAA=54.78,First60=0.01,PredHel=2,Topology=i240-262o277-298i
AT3G51890.1,len=258,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G52400.1,len=341,ExpAA=20.35,First60=0.00,PredHel=1,Topology=i285-304o
AT3G52470.1,len=208,ExpAA=22.82,First60=22.34,PredHel=1,Topology=i19-41o
AT3G52580.1,len=150,ExpAA=0.01,First60=0.01,PredHel=0,Topology=i
AT3G52590.1,len=128,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT3G52850.1,len=623,ExpAA=26.82,First60=4.75,PredHel=1,Topology=o564-586i
AT3G52930.1,len=358,ExpAA=1.01,First60=0.17,PredHel=0,Topology=o
AT3G52960.1,len=234,ExpAA=0.41,First60=0.41,PredHel=0,Topology=o
AT3G52990.1,len=527,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G53020.1,len=163,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G53120.1,len=217,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G53420.1,len=287,ExpAA=134.90,First60=20.74,PredHel=6,Topology=i40-62o82-104i125-147o167-189i202-224o248-270i
AT3G53430.1,len=166,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT3G53580.1,len=362,ExpAA=12.14,First60=0.03,PredHel=0,Topology=o
AT3G53610.1,len=216,ExpAA=0.15,First60=0.11,PredHel=0,Topology=o
AT3G53710.1,len=459,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT3G53750.1,len=377,ExpAA=1.22,First60=0.00,PredHel=0,Topology=o
AT3G53780.2,len=394,ExpAA=152.79,First60=0.00,PredHel=7,Topology=i64-86o146-168i175-197o202-224i231-253o257-279i299-321o
AT3G53870.1,len=249,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
AT3G53990.1,len=160,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
AT3G54010.1,len=635,ExpAA=21.38,First60=0.00,PredHel=1,Topology=o609-631i
AT3G54030.1,len=490,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G54140.1,len=570,ExpAA=222.87,First60=0.05,PredHel=10,Topology=i97-119o139-161i182-204o208-230i333-355o375-397i414-436o458-480i492-514o534-556i
AT3G54180.1,len=309,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT3G54200.1,len=235,ExpAA=23.40,First60=7.71,PredHel=1,Topology=i53-75o
AT3G54210.1,len=211,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G54300.1,len=240,ExpAA=21.68,First60=0.09,PredHel=1,Topology=o215-237i
AT3G54470.1,len=476,ExpAA=0.58,First60=0.08,PredHel=0,Topology=o
AT3G54540.1,len=723,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G54640.1,len=312,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
AT3G54660.1,len=565,ExpAA=0.42,First60=0.00,PredHel=0,Topology=o
AT3G54700.1,len=535,ExpAA=235.45,First60=22.07,PredHel=11,Topology=i20-42o69-91i100-122o132-151i164-186o213-232i340-362o366-388i401-423o438-460i481-500o
AT3G54840.1,len=202,ExpAA=0.07,First60=0.01,PredHel=0,Topology=o
AT3G55010.1,len=389,ExpAA=0.47,First60=0.00,PredHel=0,Topology=o
AT3G55220.1,len=1214,ExpAA=0.11,First60=0.01,PredHel=0,Topology=o
AT3G55320.1,len=1408,ExpAA=263.62,First60=0.00,PredHel=13,Topology=i85-107o139-161i214-233o238-260i318-340o355-377i837-859o879-901i957-979o984-1006i1027-1046o1061-1083i1104-1123o
AT3G55360.1,len=310,ExpAA=112.84,First60=0.00,PredHel=6,Topology=i94-116o126-143i164-183o198-220i233-255o259-281i
AT3G55430.1,len=449,ExpAA=23.34,First60=22.83,PredHel=1,Topology=i7-29o
AT3G55440.1,len=254,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G55460.1,len=262,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G55620.1,len=245,ExpAA=0.38,First60=0.37,PredHel=0,Topology=o
AT3G55800.1,len=393,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT3G56110.1,len=209,ExpAA=82.37,First60=0.00,PredHel=4,Topology=i73-92o96-115i135-168o188-207i
AT3G56140.1,len=745,ExpAA=5.67,First60=0.00,PredHel=0,Topology=o
AT3G56150.1,len=900,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G56190.1,len=289,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G56340.1,len=130,ExpAA=0.01,First60=0.00,PredHel=0,Topology=i
AT3G56490.1,len=147,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G56690.1,len=1022,ExpAA=0.91,First60=0.00,PredHel=0,Topology=o
AT3G56820.1,len=220,ExpAA=6.62,First60=6.62,PredHel=0,Topology=o
AT3G56860.3,len=478,ExpAA=0.17,First60=0.00,PredHel=0,Topology=o
AT3G56940.1,len=409,ExpAA=0.09,First60=0.00,PredHel=0,Topology=o
AT3G57000.1,len=298,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G57150.1,len=565,ExpAA=0.15,First60=0.00,PredHel=0,Topology=o
AT3G57280.1,len=226,ExpAA=73.97,First60=0.00,PredHel=3,Topology=i103-125o156-173i185-207o
AT3G57290.1,len=441,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G57330.1,len=1025,ExpAA=194.36,First60=0.00,PredHel=10,Topology=i169-188o198-215i351-373o395-417i804-826o831-853i876-898o911-928i949-971o981-1000i
AT3G57340.1,len=367,ExpAA=7.28,First60=0.00,PredHel=0,Topology=o
AT3G57530.1,len=538,ExpAA=0.93,First60=0.00,PredHel=0,Topology=o
AT3G57610.1,len=490,ExpAA=0.11,First60=0.00,PredHel=0,Topology=o
AT3G57650.1,len=389,ExpAA=69.20,First60=25.15,PredHel=3,Topology=o11-33i307-329o334-353i
AT3G57660.1,len=1670,ExpAA=0.88,First60=0.13,PredHel=0,Topology=o
AT3G58010.1,len=308,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G58100.1,len=180,ExpAA=42.05,First60=20.29,PredHel=2,Topology=o15-37i156-178o
AT3G58570.1,len=646,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT3G58610.1,len=591,ExpAA=1.67,First60=0.00,PredHel=0,Topology=o
AT3G58730.1,len=261,ExpAA=0.75,First60=0.71,PredHel=0,Topology=o
AT3G58760.1,len=471,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT3G58830.1,len=343,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G59110.1,len=512,ExpAA=26.57,First60=23.29,PredHel=1,Topology=o25-47i
AT3G59500.1,len=269,ExpAA=98.36,First60=0.05,PredHel=4,Topology=o118-140i147-169o201-223i244-263o
AT3G59540.1,len=69,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G59600.1,len=146,ExpAA=0.25,First60=0.00,PredHel=0,Topology=o
AT3G59780.1,len=686,ExpAA=8.57,First60=0.00,PredHel=0,Topology=o
AT3G59920.1,len=444,ExpAA=0.23,First60=0.23,PredHel=0,Topology=o
AT3G59970.3,len=592,ExpAA=0.11,First60=0.05,PredHel=0,Topology=o
AT3G59980.1,len=273,ExpAA=1.12,First60=1.09,PredHel=0,Topology=o
AT3G59990.1,len=439,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G60190.1,len=624,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G60210.1,len=138,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G60245.1,len=92,ExpAA=0.01,First60=0.00,PredHel=0,Topology=i
AT3G60450.1,len=274,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G60600.1,len=256,ExpAA=21.28,First60=0.00,PredHel=1,Topology=o231-253i
AT3G60770.1,len=151,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G60800.1,len=307,ExpAA=91.95,First60=25.98,PredHel=4,Topology=i21-43o58-80i173-195o210-232i
AT3G60980.1,len=412,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G61240.1,len=498,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT3G61260.1,len=212,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G61430.1,len=286,ExpAA=129.83,First60=7.79,PredHel=6,Topology=i53-75o90-112i133-155o175-194i207-229o255-277i
AT3G61540.1,len=515,ExpAA=0.17,First60=0.10,PredHel=0,Topology=o
AT3G61670.1,len=790,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT3G61820.1,len=483,ExpAA=16.91,First60=16.38,PredHel=1,Topology=i5-27o
AT3G61860.1,len=264,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G61980.1,len=117,ExpAA=38.26,First60=16.90,PredHel=2,Topology=i5-23o94-116i
AT3G62120.1,len=530,ExpAA=0.23,First60=0.00,PredHel=0,Topology=o
AT3G62310.1,len=726,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G62360.1,len=1227,ExpAA=39.12,First60=20.10,PredHel=2,Topology=i7-26o1170-1192i
AT3G62370.1,len=361,ExpAA=21.29,First60=0.07,PredHel=1,Topology=o326-348i
AT3G62460.1,len=200,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT3G62580.1,len=213,ExpAA=109.36,First60=35.55,PredHel=5,Topology=i7-29o49-71i83-105o120-137i185-207o
AT3G62810.1,len=106,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G62870.1,len=256,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G63080.1,len=173,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT3G63090.1,len=404,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G63130.1,len=535,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT3G63260.1,len=391,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G63390.1,len=175,ExpAA=0.06,First60=0.06,PredHel=0,Topology=o
AT3G63410.1,len=338,ExpAA=23.48,First60=0.00,PredHel=1,Topology=o305-327i
AT3G63420.1,len=98,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G63440.1,len=533,ExpAA=20.98,First60=20.83,PredHel=1,Topology=i20-42o
AT3G63490.1,len=346,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT4G00100.1,len=151,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G00170.1,len=239,ExpAA=22.28,First60=0.00,PredHel=1,Topology=o214-236i
AT4G00340.1,len=818,ExpAA=29.22,First60=3.46,PredHel=1,Topology=o425-447i
AT4G00710.1,len=489,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G01050.1,len=466,ExpAA=2.14,First60=0.11,PredHel=0,Topology=o
AT4G01150.1,len=164,ExpAA=40.24,First60=0.09,PredHel=2,Topology=i91-113o123-142i
AT4G01690.1,len=537,ExpAA=0.15,First60=0.01,PredHel=0,Topology=o
AT4G01850.1,len=393,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G01900.1,len=196,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G01990.1,len=502,ExpAA=0.14,First60=0.06,PredHel=0,Topology=o
AT4G02080.1,len=193,ExpAA=0.04,First60=0.04,PredHel=0,Topology=o
AT4G02195.1,len=323,ExpAA=22.09,First60=0.01,PredHel=1,Topology=i296-318o
AT4G02230.1,len=208,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G02350.1,len=787,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G02510.1,len=1503,ExpAA=0.42,First60=0.01,PredHel=0,Topology=o
AT4G02530.1,len=216,ExpAA=0.20,First60=0.16,PredHel=0,Topology=o
AT4G02600.1,len=526,ExpAA=149.98,First60=23.14,PredHel=7,Topology=o15-37i62-84o159-181i288-310o314-336i370-392o412-434i
AT4G02620.1,len=128,ExpAA=2.93,First60=2.24,PredHel=0,Topology=o
AT4G02820.1,len=532,ExpAA=0.35,First60=0.35,PredHel=0,Topology=o
AT4G03390.1,len=776,ExpAA=65.39,First60=42.52,PredHel=3,Topology=i7-26o36-58i317-339o
AT4G03430.1,len=1029,ExpAA=0.36,First60=0.00,PredHel=0,Topology=o
AT4G03520.1,len=186,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G03550.1,len=1780,ExpAA=327.60,First60=0.00,PredHel=12,Topology=o390-408i428-450o490-508i542-564o1346-1368i1488-1510o1515-1537i1590-1609o1619-1641i1653-1675o1680-1702i1723-1745o
AT4G04020.1,len=318,ExpAA=0.93,First60=0.00,PredHel=0,Topology=o
AT4G04200.1,len=190,ExpAA=42.92,First60=13.20,PredHel=2,Topology=i47-69o74-96i
AT4G04340.2,len=772,ExpAA=206.56,First60=24.82,PredHel=9,Topology=o6-28i101-123o159-178i381-403o426-448i469-488o514-536i576-598o651-673i
AT4G04640.1,len=373,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G04850.2,len=776,ExpAA=222.31,First60=0.00,PredHel=0,Topology=o
AT4G04910.1,len=742,ExpAA=0.06,First60=0.03,PredHel=0,Topology=o
AT4G04940.1,len=910,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT4G05400.1,len=250,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G05410.1,len=504,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT4G08950.1,len=314,ExpAA=0.37,First60=0.35,PredHel=0,Topology=o
AT4G09000.2,len=318,ExpAA=25.62,First60=0.00,PredHel=1,Topology=o271-293i
AT4G09320.1,len=149,ExpAA=0.79,First60=0.16,PredHel=0,Topology=o
AT4G09580.1,len=287,ExpAA=119.12,First60=6.13,PredHel=5,Topology=o53-75i111-133o143-165i226-248o263-280i
AT4G09650.1,len=234,ExpAA=0.03,First60=0.02,PredHel=0,Topology=o
AT4G09670.1,len=362,ExpAA=0.12,First60=0.03,PredHel=0,Topology=o
AT4G09730.1,len=621,ExpAA=3.93,First60=3.92,PredHel=0,Topology=o
AT4G10000.1,len=333,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G10320.1,len=1190,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT4G10330.1,len=130,ExpAA=44.94,First60=23.93,PredHel=2,Topology=i32-54o59-81i
AT4G10340.1,len=280,ExpAA=7.04,First60=0.00,PredHel=0,Topology=o
AT4G10430.1,len=347,ExpAA=110.54,First60=0.00,PredHel=4,Topology=i127-146o150-169i270-292o307-329i
AT4G10450.1,len=194,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
AT4G10620.1,len=597,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT4G10750.1,len=358,ExpAA=0.43,First60=0.01,PredHel=0,Topology=o
AT4G10955.1,len=350,ExpAA=0.87,First60=0.00,PredHel=0,Topology=o
AT4G11060.1,len=201,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT4G11120.1,len=395,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G11150.1,len=230,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G11410.1,len=317,ExpAA=0.06,First60=0.03,PredHel=0,Topology=o
AT4G11420.1,len=987,ExpAA=0.22,First60=0.00,PredHel=0,Topology=o
AT4G11600.1,len=232,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G11860.1,len=682,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G12300.1,len=516,ExpAA=22.48,First60=22.29,PredHel=1,Topology=i12-34o
AT4G12420.1,len=587,ExpAA=24.36,First60=15.27,PredHel=0,Topology=o
AT4G12590.1,len=246,ExpAA=52.47,First60=20.90,PredHel=2,Topology=o10-32i116-138o
AT4G12650.1,len=652,ExpAA=222.40,First60=16.25,PredHel=10,Topology=i7-29o286-308i360-382o387-409i422-444o459-481i509-531o541-563i576-598o620-642i
AT4G12730.1,len=403,ExpAA=15.75,First60=11.63,PredHel=0,Topology=o
AT4G13010.1,len=329,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
AT4G13200.1,len=185,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G13430.1,len=509,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT4G13510.1,len=501,ExpAA=219.92,First60=18.28,PredHel=9,Topology=o46-68i89-108o128-147i154-176o196-218i239-258o333-352i365-387o418-440i
AT4G13670.1,len=387,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT4G14030.1,len=490,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT4G14070.1,len=727,ExpAA=4.60,First60=1.18,PredHel=0,Topology=o
AT4G14230.1,len=495,ExpAA=79.63,First60=22.32,PredHel=3,Topology=i42-64o116-138i145-167o
AT4G14880.1,len=322,ExpAA=0.80,First60=0.13,PredHel=0,Topology=o
AT4G14930.1,len=315,ExpAA=0.22,First60=0.00,PredHel=0,Topology=o
AT4G15410.1,len=421,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G15450.1,len=381,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT4G15900.1,len=486,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G15930.1,len=123,ExpAA=0.08,First60=0.00,PredHel=0,Topology=i
AT4G16120.1,len=661,ExpAA=12.03,First60=1.92,PredHel=0,Topology=o
AT4G16143.1,len=535,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G16155.1,len=567,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT4G16180.2,len=820,ExpAA=42.50,First60=19.75,PredHel=2,Topology=i12-31o794-816i
AT4G16210.1,len=265,ExpAA=12.53,First60=0.01,PredHel=0,Topology=o
AT4G16340.1,len=1830,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
AT4G16566.1,len=173,ExpAA=16.54,First60=0.00,PredHel=0,Topology=o
AT4G16590.1,len=520,ExpAA=121.73,First60=13.58,PredHel=4,Topology=o70-92i356-378o398-420i480-502o
AT4G16720.1,len=204,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G17040.1,len=305,ExpAA=5.53,First60=0.01,PredHel=0,Topology=o
AT4G17170.1,len=211,ExpAA=0.35,First60=0.35,PredHel=0,Topology=o
AT4G17260.1,len=353,ExpAA=0.92,First60=0.42,PredHel=0,Topology=o
AT4G17270.1,len=343,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G17430.1,len=507,ExpAA=22.41,First60=22.36,PredHel=1,Topology=i25-47o
AT4G17520.1,len=360,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G17530.1,len=202,ExpAA=0.13,First60=0.13,PredHel=0,Topology=o
AT4G17540.1,len=294,ExpAA=13.63,First60=8.46,PredHel=0,Topology=o
AT4G17600.1,len=262,ExpAA=28.70,First60=0.02,PredHel=0,Topology=o
AT4G17720.1,len=313,ExpAA=0.26,First60=0.05,PredHel=0,Topology=o
AT4G18030.1,len=621,ExpAA=23.00,First60=20.96,PredHel=1,Topology=i13-35o
AT4G18060.1,len=351,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G18070.1,len=262,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G18760.1,len=431,ExpAA=26.94,First60=0.33,PredHel=1,Topology=o405-427i
AT4G19120.1,len=600,ExpAA=19.21,First60=19.13,PredHel=1,Topology=i21-38o
AT4G19210.1,len=605,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT4G19490.1,len=1034,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT4G20360.1,len=476,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G20410.1,len=291,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G20850.1,len=1380,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT4G20980.1,len=591,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G21105.1,len=68,ExpAA=22.23,First60=22.06,PredHel=1,Topology=o36-58i
AT4G21110.1,len=145,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
AT4G22010.1,len=541,ExpAA=16.84,First60=16.26,PredHel=1,Topology=i7-29o
AT4G22120.1,len=771,ExpAA=205.80,First60=21.45,PredHel=9,Topology=o6-28i101-123o159-178i380-402o425-447i468-487o513-535i575-597o650-672i
AT4G22240.1,len=310,ExpAA=1.05,First60=0.11,PredHel=0,Topology=o
AT4G22260.1,len=351,ExpAA=40.17,First60=0.07,PredHel=2,Topology=i132-154o195-214i
AT4G22670.1,len=441,ExpAA=0.81,First60=0.00,PredHel=0,Topology=o
AT4G22730.1,len=688,ExpAA=36.80,First60=5.56,PredHel=1,Topology=o312-334i
AT4G23430.2,len=322,ExpAA=0.55,First60=0.14,PredHel=0,Topology=o
AT4G23460.1,len=893,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT4G23640.1,len=775,ExpAA=300.02,First60=31.76,PredHel=14,Topology=i12-34o54-76i144-166o181-198i207-229o256-278i285-307o327-349i375-397o407-429i436-455o465-484i504-526o541-560i
AT4G23650.1,len=529,ExpAA=1.29,First60=0.00,PredHel=0,Topology=o
AT4G23710.1,len=106,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G23850.1,len=666,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G24160.1,len=418,ExpAA=0.08,First60=0.02,PredHel=0,Topology=o
AT4G24330.1,len=478,ExpAA=16.15,First60=12.50,PredHel=0,Topology=o
AT4G24530.1,len=519,ExpAA=17.19,First60=17.17,PredHel=0,Topology=o
AT4G24750.1,len=292,ExpAA=2.37,First60=0.05,PredHel=0,Topology=o
AT4G24770.1,len=329,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G24820.1,len=387,ExpAA=1.22,First60=0.00,PredHel=0,Topology=o
AT4G25130.1,len=258,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT4G25240.1,len=589,ExpAA=26.63,First60=21.79,PredHel=1,Topology=i7-29o
AT4G25370.1,len=238,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
AT4G26300.1,len=642,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G26670.1,len=210,ExpAA=32.03,First60=8.58,PredHel=0,Topology=o
AT4G26690.1,len=759,ExpAA=25.47,First60=13.74,PredHel=0,Topology=o
